entity_text,base_url,subdiv_name_proper,rayon_name_proper,oblast_name_proper,n
zhambyl-zhambyl-so,https://www.gov.kz/memleket/entities/zhambyl-zhambyl-so,Жамбылский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-karakastek,https://www.gov.kz/memleket/entities/zhambyl-karakastek,Каракастекский сельский округ акимат Жамбылский район,NA,Жамбылская область,1
zhambyl-karasu,https://www.gov.kz/memleket/entities/zhambyl-karasu,Карасуский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-kargaly,https://www.gov.kz/memleket/entities/zhambyl-kargaly,Каргалинский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-matibulak,https://www.gov.kz/memleket/entities/zhambyl-matibulak,Матыбулакский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-mynbaev,https://www.gov.kz/memleket/entities/zhambyl-mynbaev,Мынбаевский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-samsy,https://www.gov.kz/memleket/entities/zhambyl-samsy,Самсинский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-sarytaukum,https://www.gov.kz/memleket/entities/zhambyl-sarytaukum,Сарытаукумский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-talap,https://www.gov.kz/memleket/entities/zhambyl-talap,Талапский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-taran,https://www.gov.kz/memleket/entities/zhambyl-taran,Таранский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-uzynagash,https://www.gov.kz/memleket/entities/zhambyl-uzynagash,Узынагашский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-ulken,https://www.gov.kz/memleket/entities/zhambyl-ulken,Улкенский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-ulgili,https://www.gov.kz/memleket/entities/zhambyl-ulgili,Ульгулинский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-ungirtas,https://www.gov.kz/memleket/entities/zhambyl-ungirtas,Унгуртасский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-shien,https://www.gov.kz/memleket/entities/zhambyl-shien,Шиенский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-sholakkargaly,https://www.gov.kz/memleket/entities/zhambyl-sholakkargaly,Шолаккаргалинский сельский округ,Жамбылский район,Жамбылская область,1
zhambyl-temirzhol,https://www.gov.kz/memleket/entities/zhambyl-temirzhol,Темиржолский сельский округ,Жамбылский район,Жамбылская область,1
ile-mezhdurechensk,https://www.gov.kz/memleket/entities/ile-mezhdurechensk,сельский округ Ақсающий Илийский район,NA,Алматинская область,1
ile-chapaev,https://www.gov.kz/memleket/entities/ile-chapaev,сельский округ Байкент Илийский район,NA,Алматинская область,1
ile-kurti,https://www.gov.kz/memleket/entities/ile-kurti,Куртинский сельский округ,Илийский район,Алматинская область,1
ile-boraldai,https://www.gov.kz/memleket/entities/ile-boraldai,посёлок Боралдавший Илийский район,NA,Алматинская область,1
ile-zhetigen,https://www.gov.kz/memleket/entities/ile-zhetigen,Жетыгенский сельский округ,Илийский район,Алматинская область,1
ile-karaoi,https://www.gov.kz/memleket/entities/ile-karaoi,Караойский сельский округ,Илийский район,Алматинская область,1
ile-ashchybulak,https://www.gov.kz/memleket/entities/ile-ashchybulak,Ащыбулакский сельский округ,Илийский район,Алматинская область,1
ile-energeticheski,https://www.gov.kz/memleket/entities/ile-energeticheski,сельский округ Өтеген батыр Илийский район,NA,Алматинская область,1
ile-kazcik,https://www.gov.kz/memleket/entities/ile-kazcik,сельский округ Аскар Токпанов Илийский район,NA,Алматинская область,1
ile-bayserke,https://www.gov.kz/memleket/entities/ile-bayserke,Байсеркенский сельский округ,Илийский район,Алматинская область,1
karasay-irgeli,https://www.gov.kz/memleket/entities/karasay-irgeli,Иргелинский сельский округ,Карасайский район,Алматинская область,1
karasay-zhandosov,https://www.gov.kz/memleket/entities/karasay-zhandosov,Жандосовский сельский округ,Карасайский район,Алматинская область,1
karasay-pervomay,https://www.gov.kz/memleket/entities/karasay-pervomay,Первомайский сельский округ,Карасайский район,Алматинская область,1
karasay-shamalgan,https://www.gov.kz/memleket/entities/karasay-shamalgan,Шамалганский сельский округ,Карасайский район,Алматинская область,1
karasay-eltay,https://www.gov.kz/memleket/entities/karasay-eltay,Елтайский сельский округ,Карасайский район,Алматинская область,1
karasay-raiymbek,https://www.gov.kz/memleket/entities/karasay-raiymbek,Райымбекский сельский округ,Карасайский район,Алматинская область,1
karasay-zhambyl,https://www.gov.kz/memleket/entities/karasay-zhambyl,Жамбылский сельский округ,Карасайский район,Алматинская область,1
karasay-zhibek-zholy,https://www.gov.kz/memleket/entities/karasay-zhibek-zholy,сельский округ Жибек жолы Карасайский район,NA,Алматинская область,1
karasay-umtyl,https://www.gov.kz/memleket/entities/karasay-umtyl,Умтыльский сельский округ,Карасайский район,Алматинская область,1
karasay-aitei,https://www.gov.kz/memleket/entities/karasay-aitei,Айтейский сельский округ,Карасайский район,Алматинская область,1
karasay-kaskelen,https://www.gov.kz/memleket/entities/karasay-kaskelen,г. Каскелен Карасайский район,NA,Алматинская область,1
kegen-zhylysai,https://www.gov.kz/memleket/entities/kegen-zhylysai,Жылысайский сельский округ,Кегенский район,Алматинская область,1
kegen-uzynbulak,https://www.gov.kz/memleket/entities/kegen-uzynbulak,Узунбулакский сельский округ,Кегенский район,Алматинская область,1
kegen-tuiyk,https://www.gov.kz/memleket/entities/kegen-tuiyk,Туюкский сельский округ,Кегенский район,Алматинская область,1
kegen-tasashy,https://www.gov.kz/memleket/entities/kegen-tasashy,Тасашинский сельский округ,Кегенский район,Алматинская область,1
kegen-saty,https://www.gov.kz/memleket/entities/kegen-saty,Сатинский сельский округ,Кегенский район,Алматинская область,1
kegen-karkara,https://www.gov.kz/memleket/entities/kegen-karkara,Каркаринский сельский округ,Кегенский район,Алматинская область,1
kegen-karabulak,https://www.gov.kz/memleket/entities/kegen-karabulak,Карабулакский сельский округ,Кегенский район,Алматинская область,1
kegen-kegen,https://www.gov.kz/memleket/entities/kegen-kegen,Кегенский сельский округ,Кегенский район,Алматинская область,1
kegen-zhalanash,https://www.gov.kz/memleket/entities/kegen-zhalanash,сельский округ Жалағаш Кегенский район,NA,Алматинская область,1
kegen-boleksaz,https://www.gov.kz/memleket/entities/kegen-boleksaz,Болексазский сельский округ,Кегенский район,Алматинская область,1
kegen-shyrganak,https://www.gov.kz/memleket/entities/kegen-shyrganak,Шырганакский сельский округ,Кегенский район,Алматинская область,1
kegen-algabas,https://www.gov.kz/memleket/entities/kegen-algabas,Алгабасский сельский округ,Кегенский район,Алматинская область,1
raiymbek-shalkode,https://www.gov.kz/memleket/entities/raiymbek-shalkode,Шалкудинский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-sumbe,https://www.gov.kz/memleket/entities/raiymbek-sumbe,Сумбинский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-narynkol,https://www.gov.kz/memleket/entities/raiymbek-narynkol,Нарынкольский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-sarzhaz,https://www.gov.kz/memleket/entities/raiymbek-sarzhaz,Сарыжазский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-kakpak,https://www.gov.kz/memleket/entities/raiymbek-kakpak,Какпакский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-zhambyl,https://www.gov.kz/memleket/entities/raiymbek-zhambyl,Жамбульский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-kainar,https://www.gov.kz/memleket/entities/raiymbek-kainar,Кайнарский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-uzak-batyr,https://www.gov.kz/memleket/entities/raiymbek-uzak-batyr,Узак батырский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-karasaz,https://www.gov.kz/memleket/entities/raiymbek-karasaz,Карасазский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-tegistik,https://www.gov.kz/memleket/entities/raiymbek-tegistik,Тегистикский сельский округ,Райымбекский район,Алматинская область,1
raiymbek-tekes,https://www.gov.kz/memleket/entities/raiymbek-tekes,Текесский сельский округ,Райымбекский район,Алматинская область,1
talgar-belbulak,https://www.gov.kz/memleket/entities/talgar-belbulak,Белбулакский сельский округ,Талгарский район,Алматинская область,1
talgar-kendala,https://www.gov.kz/memleket/entities/talgar-kendala,Кендалинский сельский округ,Талгарский район,Алматинская область,1
talgar-kainar,https://www.gov.kz/memleket/entities/talgar-kainar,Кайнарский сельский округ,Талгарский район,Алматинская область,1
talgar-tuzdybastau,https://www.gov.kz/memleket/entities/talgar-tuzdybastau,Туздыбастауский сельский округ,Талгарский район,Алматинская область,1
talgar-panfilov,https://www.gov.kz/memleket/entities/talgar-panfilov,Панфиловский сельский округ,Талгарский район,Алматинская область,1
talgar-nura,https://www.gov.kz/memleket/entities/talgar-nura,Нуринский сельский округ,Талгарский район,Алматинская область,1
talgar-guldala,https://www.gov.kz/memleket/entities/talgar-guldala,Гүлдалинский сельский округ,Талгарский район,Алматинская область,1
talgar-beskainar,https://www.gov.kz/memleket/entities/talgar-beskainar,Бескайнарский сельский округ,Талгарский район,Алматинская область,1
talgar-besagash,https://www.gov.kz/memleket/entities/talgar-besagash,Бесагашский сельский округ,Талгарский район,Алматинская область,1
talgar-alatau,https://www.gov.kz/memleket/entities/talgar-alatau,Алатауский сельский округ,Талгарский район,Алматинская область,1
talgar-talgar,https://www.gov.kz/memleket/entities/talgar-talgar,город Талгар Талгарский район,NA,Алматинская область,1
uigur-shonzhy,https://www.gov.kz/memleket/entities/uigur-shonzhy,Чунджинский сельский округ,Уйгурский район,Алматинская область,1
uigur-bahar,https://www.gov.kz/memleket/entities/uigur-bahar,Бахарский сельский округ,Уйгурский район,Алматинская область,1
uigur-tiirmen,https://www.gov.kz/memleket/entities/uigur-tiirmen,Тиирменский сельский округ,Уйгурский район,Алматинская область,1
uigur-ulken-aksu,https://www.gov.kz/memleket/entities/uigur-ulken-aksu,Больше-аксуский сельский округ,Уйгурский район,Алматинская область,1
uigur-kyrgyzsai,https://www.gov.kz/memleket/entities/uigur-kyrgyzsai,Киргизсайский сельский округ,Уйгурский район,Алматинская область,1
uigur-sumbe,https://www.gov.kz/memleket/entities/uigur-sumbe,Сумбинский сельский округ,Уйгурский район,Алматинская область,1
uigur-taskarasu,https://www.gov.kz/memleket/entities/uigur-taskarasu,Таскарасуский сельский округ,Уйгурский район,Алматинская область,1
uigur-sharyn,https://www.gov.kz/memleket/entities/uigur-sharyn,Чарынский сельский округ,Уйгурский район,Алматинская область,1
uigur-avat,https://www.gov.kz/memleket/entities/uigur-avat,Аватский сельский округ,Уйгурский район,Алматинская область,1
uigur-kalzhat,https://www.gov.kz/memleket/entities/uigur-kalzhat,Калжатский сельский округ,Уйгурский район,Алматинская область,1
uigur-kishi-dihan,https://www.gov.kz/memleket/entities/uigur-kishi-dihan,Мало-диханский сельский округ,Уйгурский район,Алматинская область,1
uigur-ketpen,https://www.gov.kz/memleket/entities/uigur-ketpen,Кетпенский сельский округ,Уйгурский район,Алматинская область,1
uigur-dardamty,https://www.gov.kz/memleket/entities/uigur-dardamty,Дардамтинский сельский округ,Уйгурский район,Алматинская область,1
uigur-aktam,https://www.gov.kz/memleket/entities/uigur-aktam,Актамский сельский округ,Уйгурский район,Алматинская область,1
qonaev-shengeldi,https://www.gov.kz/memleket/entities/qonaev-shengeldi,Шенгельдинский сельский округ,NA,Алматинская область,1
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/15866/1,Кайыршахтинский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/15865/1,Алмалинский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/15764/1,Еркинкалинский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/15763/1,Кенузекский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/14462/1,Кенозекский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/13800/1,Атырауский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/13799/1,Аксайский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/13006/1,Кайыршахтинский сельский округ город Атырау,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/13004/1,Алмалинский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/13002/1,Дамбинский сельский округ,NA,Атырауская область,11
akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure/departments/leadership/12994/1,Еркинкалинский сельский округ,NA,Атырауская область,11
atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure/departments/leadership/13070/1,Коктогайский сельский округ,NA,Атырауская область,7
atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure/departments/leadership/13069/1,Орликовский сельский округ,NA,Атырауская область,7
atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure/departments/leadership/13068/1,Есболский сельский округ,NA,Атырауская область,7
atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure/departments/leadership/13067/1,Елтайский сельский округ,NA,Атырауская область,7
atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure/departments/leadership/13055/1,Жарсуатский сельский округ,NA,Атырауская область,7
atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure/departments/leadership/13054/1,Боденевский сельский округ,NA,Атырауская область,7
atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure/departments/leadership/13051/1,посёлок Индербор,NA,Атырауская область,7
atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure/departments/leadership/14583/1,город Кульсары районный значения,NA,Атырауская область,7
atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure/departments/leadership/14455/1,посёлок Жан Каратон,NA,Атырауская область,7
atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure/departments/leadership/14264/1,Косчагильский сельский округ,NA,Атырауская область,7
atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure/departments/leadership/14263/1,Майкумгенский сельский округ,NA,Атырауская область,7
atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure/departments/leadership/14262/1,Кара Арнинский сельский округ,NA,Атырауская область,7
atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure/departments/leadership/14259/1,Жемский сельский округ,NA,Атырауская область,7
atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure/departments/leadership/14256/1,Аккизтогайский сельский округ,NA,Атырауская область,7
atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure/departments/leadership/14061/1,Аккистауский сельский округ,NA,Атырауская область,7
atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure/departments/leadership/14089/1,Исатайский сельский округ,NA,Атырауская область,7
atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure/departments/leadership/14084/1,Зинеденский сельский округ,NA,Атырауская область,7
atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure/departments/leadership/14078/1,Нарынский сельский округ,NA,Атырауская область,7
atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure/departments/leadership/14077/1,Жанбайский сельский округ,NA,Атырауская область,7
atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure/departments/leadership/14075/1,Камыскалинский сельский округ,NA,Атырауская область,7
atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure/departments/leadership/14073/1,Тущыкудыкский сельский округ,NA,Атырауская область,7
atyrau-makat,https://www.gov.kz/memleket/entities/atyrau-makat/about/structure/departments/leadership/12814/1,Сельский округ Байгетобе,NA,Атырауская область,3
atyrau-makat,https://www.gov.kz/memleket/entities/atyrau-makat/about/structure/departments/leadership/12813/1,посёлок Доссор,NA,Атырауская область,3
atyrau-makat,https://www.gov.kz/memleket/entities/atyrau-makat/about/structure/departments/leadership/12809/1,посёлок Макат,NA,Атырауская область,3
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/31205/1,Махамбетский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/31096/1,Сарайчиковский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/31095/1,Актогайский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/30953/1,Жалгансайский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/30948/1,Аппарат аким Есболский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/30940/1,Аппарат аким Бейбарыский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/30660/1,Баксайский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/30658/1,Акжайыкский сельский округ,NA,Атырауская область,9
atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure/departments/leadership/30629/1,Алгинский сельский округ,NA,Атырауская область,9
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12960/1,сельский округ Қурмангазы Курмангазинский район Атырауской области,NA,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12895/1,Асанский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12961/1,Енбекшинский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12962/1,Макашский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12963/1,Тенизский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12965/1,Сафоновский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12966/1,Шортанбайский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12967/1,Дынгызылский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12968/1,Коптогайский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12969/1,Кигашский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12970/1,Аккольский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12971/1,Нуржауский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12972/1,Орлинский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12973/1,Жанаталапский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12974/1,Бокейханский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12976/1,Кудряшовский сельский округ,NA,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12979/1,Суюндукский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12964/1,Бирликский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure/departments/leadership/12977/1,Азгирский сельский округ Атырауской области,Курмангазинский район,Атырауская область,19
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12933/1,Тасшагилский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12932/1,Тайсойганский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12931/1,Сагизский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12929/1,Ойылский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12928/1,Мукурский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12925/1,Миялинский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12922/1,Кызылкогинский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12920/1,Аппарат Коздигаринский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12917/1,Жангелдинский сельский округ,Кызылкогинский район,Атырауская область,10
atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure/departments/leadership/12915/1,Жамбылский сельский округ Кызылкогинский округ,NA,Атырауская область,10
vko-katon-karagay-novopolyakovka,https://www.gov.kz/memleket/entities/vko-katon-karagay-novopolyakovka,Новополяковский сельский округ район Үлкен Нарын,Катон-карагайский район,Восточно-казахстанская область,1
vko-katon-karagay-solonov,https://www.gov.kz/memleket/entities/vko-katon-karagay-solonov,Солоновский сельский округ,Катон-карагайский район,Восточно-казахстанская область,1
vko-katon-karagay-ulken-naryn,https://www.gov.kz/memleket/entities/vko-katon-karagay-ulken-naryn,Улкен Нарынский сельский округ район Үлкен Нарын,NA,Восточно-казахстанская область,1
vko-katon-karagay-altynbel,https://www.gov.kz/memleket/entities/vko-katon-karagay-altynbel,Алтынбельский сельский округ район Үлкен Нарын,Катон-карагайский район,Восточно-казахстанская область,1
vko-katon-karagay-soldatovo,https://www.gov.kz/memleket/entities/vko-katon-karagay-soldatovo,Солдатовский сельский округ район Үлкен Нарын,Катон-карагайский район,Восточно-казахстанская область,1
vko-katon-karagay-novohairuzovka,https://www.gov.kz/memleket/entities/vko-katon-karagay-novohairuzovka,Ново-хайрузовский сельский округ район Үлкен Нарын,Катон-карагайский район,Восточно-казахстанская область,1
vko-samar-sarybel,https://www.gov.kz/memleket/entities/vko-samar-sarybel,Сарыбельский сельский округ район Самар,район Самар,Восточно-казахстанская область,1
vko-samar-samar,https://www.gov.kz/memleket/entities/vko-samar-samar,Самарский сельский округ район Самар,район Самар,Восточно-казахстанская область,1
vko-samar-kulynzhon,https://www.gov.kz/memleket/entities/vko-samar-kulynzhon,Кулынжонский сельский округ район Самар,район Самар,Восточно-казахстанская область,1
vko-samar-bastaushy,https://www.gov.kz/memleket/entities/vko-samar-bastaushy,Бастаушинский сельский округ район Самар,район Самар,Восточно-казахстанская область,1
vko-samar-palatcy,https://www.gov.kz/memleket/entities/vko-samar-palatcy,Палатцынский сельский округ район Самар,район Самар,Восточно-казахстанская область,1
vko-samar-marinogor,https://www.gov.kz/memleket/entities/vko-samar-marinogor,Мариногорский сельский округ район Самар,район Самар,Восточно-казахстанская область,1
vko-samar-mirolubovka,https://www.gov.kz/memleket/entities/vko-samar-mirolubovka,Миролюбовский сельский округ район Самар,район Самар,Восточно-казахстанская область,1
vko-samar-akkala,https://www.gov.kz/memleket/entities/vko-samar-akkala,сельский округ Аккал район Самар,район Самар,Восточно-казахстанская область,1
vko-shemonaiha-vavilon,https://www.gov.kz/memleket/entities/vko-shemonaiha-vavilon,Вавилонский сельский округ,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-zevakin,https://www.gov.kz/memleket/entities/vko-shemonaiha-zevakin,Зевакинский сельский округ,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-pervomay,https://www.gov.kz/memleket/entities/vko-shemonaiha-pervomay,посёлок Первомайский,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-volchan,https://www.gov.kz/memleket/entities/vko-shemonaiha-volchan,Волчанский сельский округ,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-kamenev,https://www.gov.kz/memleket/entities/vko-shemonaiha-kamenev,Каменевский сельский округ,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-shemonaiha,https://www.gov.kz/memleket/entities/vko-shemonaiha-shemonaiha,город Шемонаиха,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-zhogargyoba,https://www.gov.kz/memleket/entities/vko-shemonaiha-zhogargyoba,Верх-убинский сельский округ,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-vydriha,https://www.gov.kz/memleket/entities/vko-shemonaiha-vydriha,Выдрихинский сельский округ,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-usttalovka,https://www.gov.kz/memleket/entities/vko-shemonaiha-usttalovka,посёлок Усть-Таловка,Шемонаихинский район,Восточно-казахстанская область,1
vko-shemonaiha-oktyabr,https://www.gov.kz/memleket/entities/vko-shemonaiha-oktyabr,Октябрьский сельский округ,Шемонаихинский район,Восточно-казахстанская область,1
vko-ulan-tavriya,https://www.gov.kz/memleket/entities/vko-ulan-tavriya,Таврический сельский округ,Уланский район,Восточно-казахстанская область,1
vko-ulan-saratov,https://www.gov.kz/memleket/entities/vko-ulan-saratov,Саратовский сельский округ,Уланский район,Восточно-казахстанская область,1
